user_agent_sk,ua_hash,user_agent,agent_type,browser_name,browser_version,operating_system,device_type
1403,9bd632578bf6310436c0fb85521c8864c69484c24fc0496ee82e6bdaf187cf38,Mozilla/5.0+(Macintosh;+U;+PPC+Mac+OS+X+Mach-O;+en-US;+rv:1.8.1.12)+Gecko/20080201+Firefox/2.0.0.12,Browser,Firefox,2.0.0,Mac OS X,Desktop
1404,9d9ad4e23c95b6fcda0b1964fef7f1071f89cc6989185149fac56db97a4a80d7,"Mozilla/5.0+(Macintosh;+U;+PPC+Mac+OS+X+10_4_11;+en)+AppleWebKit/525.18+(KHTML,+like+Gecko)+Version/3.1.1+Safari/525.18",Browser,Safari,3.1.1,Mac OS X,Desktop
1405,9f3b619a11cfade640c7cd2ee1257ec9fa6136793d75cd9e89f84988ffb6e829,Mozilla/5.0+(Windows;+U;+Windows+NT+5.1;+de;+rv:1.9.2.8)+Gecko/20100722+Firefox/3.6.8+(+.NET+CLR+3.5.30729;+.NET4.0C)+9669098603+ver:2.02124,Browser,Firefox,3.6.8,Windows,Desktop
1406,9f5bb0d06d2629d30d9589edd616d369c4789d9ea0b2bc77b00e71c052b5c396,Mozilla/5.0+(Macintosh;+U;+Intel+Mac+OS+X+10.5;+en-US;+rv:1.9.2.3)+Gecko/20100401+Firefox/3.6.3,Browser,Firefox,3.6.3,Mac OS X,Desktop
1407,9fbc7351e5830ffc612fc4c915d51577c647a49894bde2be50ba4835594ec2d2,"Mozilla/5.0+(Windows;+U;+Windows+NT+5.1;+en-US)+AppleWebKit/533.4+(KHTML,+like+Gecko)+Chrome/5.0.375.125+Safari/533.4",Browser,Chrome,5.0.375,Windows,Desktop
1408,9fe7857908003efea139bc0e99241adf3116c5546725efa0f15cf66f18398013,Mozilla/5.0+(Windows;+U;+Windows+NT+5.1;+en-GB;+rv:1.9.2.2)+Gecko/20100316+Firefox/3.6.2+(.NET+CLR+3.5.30729),Browser,Firefox,3.6.2,Windows,Desktop
1409,a023d9f41bf2df9ee6c3948bb59bc5aa400cd144d7af0545b4daf88a7217ef04,Mozilla/5.0+(Macintosh;+U;+Intel+Mac+OS+X+10.4;+en-GB;+rv:1.9.2.3)+Gecko/20100401+Firefox/3.6.3,Browser,Firefox,3.6.3,Mac OS X,Desktop
1410,a1e737adac0a325886d3fc768794c747a097bb93400c28b181ded223f862bb7b,Mozilla/5.0+(Windows;+U;+Windows+NT+5.1;+en-GB;+rv:1.9.2.3)+Gecko/20100401+Firefox/3.6.3+(.NET+CLR+3.5.30729)+Swapper+1.0.4,Browser,Firefox,3.6.3,Windows,Desktop
1411,a1ebbc4f75ff0a5d9696bcc1715e9b792521483f0507afbea40cbedc008e4c41,Mozilla/5.0+(Macintosh;+U;+PPC+Mac+OS+X+10.5;+en-US;+rv:1.9.1.7)+Gecko/20091221+Firefox/3.5.7,Browser,Firefox,3.5.7,Mac OS X,Desktop
1412,a33ce989613682d0ea7f0f44016c3f9d3924cb94fc3d05f9523f12e565ba5701,"Mozilla/5.0+(Macintosh;+U;+Intel+Mac+OS+X+10_6_2;+en-us)+AppleWebKit/531.22.7+(KHTML,+like+Gecko)+Version/4.0.5+Safari/531.22.7",Browser,Safari,4.0.5,Mac OS X,Desktop
1413,a50c1ad4b68bd450d806982a8a1fcb7bc57748e901ae4937c528ec9c8434d3bc,"Mozilla/5.0+(Macintosh;+U;+Intel+Mac+OS+X+10_5_8;+en-us)+AppleWebKit/533.19.4+(KHTML,+like+Gecko)+Version/5.0.3+Safari/533.19.4",Browser,Safari,5.0.3,Mac OS X,Desktop
1414,a5e273a8371af7ae240057e6546adc48ec7a6bfc7490000a4fc3d3be7c6dfe8f,"Mozilla/5.0+(Macintosh;+U;+Intel+Mac+OS+X+10_6_2;+en-us)+AppleWebKit/531.9+(KHTML,+like+Gecko)+Version/4.0.3+Safari/531.9",Browser,Safari,4.0.3,Mac OS X,Desktop
1415,a6e22b81ebe9c27ac226430fd9668774d3b6c950109ca9d519b94f6cb0709c52,"Mozilla/5.0+(Macintosh;+U;+Intel+Mac+OS+X;+nl-nl)+AppleWebKit/523.12.2+(KHTML,+like+Gecko)+Version/3.0.4+Safari/523.12.2",Browser,Safari,3.0.4,Mac OS X,Desktop
1416,a7751f6ee1c5c490d44261431f20af79fc57acbffab758d5d7b7eb3214fb0944,"Mozilla/5.0+(Macintosh;+U;+PPC+Mac+OS+X+10_4_11;+en)+AppleWebKit/533.19.4+(KHTML,+like+Gecko)+Version/4.1.3+Safari/533.19.4",Browser,Safari,4.1.3,Mac OS X,Desktop
1417,a7a3b1de989b8779fcddbed355d85ab6c94fe7c2e54070804fa438e8edbb2cdd,Mozilla/5.0+(Macintosh;+U;+Intel+Mac+OS+X+10.5;+en-US;+rv:1.9.2.12)+Gecko/20101026+Firefox/3.6.12,Browser,Firefox,3.6.12,Mac OS X,Desktop
1418,a7fe784685e2996b81e2d5c51b98f405f2be7e2e4beefdef1c8fee1b6c1e21c2,Mozilla/5.0+(Windows;+U;+Windows+NT+5.1;+en-GB;+rv:1.9.0.3)+Gecko/2008092417+Firefox/3.0.3+(.NET+CLR+3.5.30729),Browser,Firefox,3.0.3,Windows,Desktop
1419,a85052238312f92328c4d7ad2d5710982c8974bf82d0b6cf3140bda23b8c98a2,"Mozilla/5.0+(Macintosh;+U;+Intel+Mac+OS+X+10_6_3;+en-gb)+AppleWebKit/531.22.7+(KHTML,+like+Gecko)+Version/4.0.5+Safari/531.22.7",Browser,Safari,4.0.5,Mac OS X,Desktop
1420,a96edf444b9f58539d0c6d5f67d01575b322445e13d2281747dffb3b6017c007,Mozilla/5.0+(Windows;+U;+Windows+NT+5.1;+en-GB;+rv:1.9.2.8)+Gecko/20100722+Firefox/3.6.8+(+.NET+CLR+3.5.30729),Browser,Firefox,3.6.8,Windows,Desktop
1421,aa2310915e8cd91ed3733727ff7c04998563544404b3fc8109520eec850a4d3e,Mozilla/5.0+(Windows;+U;+Windows+NT+5.1;+en-GB;+rv:1.9.1.8)+Gecko/20100202+Firefox/3.5.8+GTB6+(.NET+CLR+3.5.30729),Browser,Firefox,3.5.8,Windows,Desktop
1422,aafad2503a46194ce6f7d403d3d68943528450237b93b405efd6a27cc4035046,Mozilla/5.0+(Macintosh;+U;+PPC+Mac+OS+X+10.4;+en-GB;+rv:1.9.1.10)+Gecko/20100504+Firefox/3.5.10,Browser,Firefox,3.5.10,Mac OS X,Desktop
1423,abb50108995652c9eb56a9781cf6d94a51eb03eeef2e6ac34294225a70e7f94f,Mozilla/5.0+(Macintosh;+U;+Intel+Mac+OS+X+10.6;+en-US;+rv:1.9.1.7)+Gecko/20091221+Firefox/3.5.7,Browser,Firefox,3.5.7,Mac OS X,Desktop
1424,abfeb7a62489391cccfb21d52cdec072b187925dec46e6bb857618a1639c1569,Mozilla/5.0+(Windows;+U;+Windows+NT+5.1;+en-GB;+rv:1.8.1.18)+Gecko/20081203+Firefox/2.0.0.18+(.NET+CLR+3.5.30729),Browser,Firefox,2.0.0,Windows,Desktop
1425,ad2c922c2db9999692b81b3d5f698239176af07d017b1676819809290a6407e2,"Mozilla/5.0+(Macintosh;+U;+Intel+Mac+OS+X+10_6_4;+en-US)+AppleWebKit/533.4+(KHTML,+like+Gecko)+Chrome/5.0.375.70+Safari/533.4",Browser,Chrome,5.0.375,Mac OS X,Desktop
1426,ae1db61409592c7ba341224ee319b066b53fb1f066073b2ec66df94d5d84cef9,"Mozilla/5.0+(Macintosh;+U;+Intel+Mac+OS+X+10_5_8;+en-gb)+AppleWebKit/533.17.8+(KHTML,+like+Gecko)+Version/5.0.1+Safari/533.17.8",Browser,Safari,5.0.1,Mac OS X,Desktop
1427,ae8e168d9e4037b7c3517f1837c1ed9399b564c30bd7cfcc82429a5456f61e38,Mozilla/5.0+(Macintosh;+U;+PPC+Mac+OS+X+10.4;+en-US;+rv:1.9.0.19)+Gecko/2010031218+Firefox/3.0.19,Browser,Firefox,3.0.19,Mac OS X,Desktop
1428,afe29fea8cee064d5802baf848234022f69380a24861fa5ff9153a6ba7f62da2,"Mozilla/5.0+(Macintosh;+U;+Intel+Mac+OS+X+10_5_8;+en-us)+AppleWebKit/533.16+(KHTML,+like+Gecko)+Version/5.0+Safari/533.16",Browser,Safari,5.0,Mac OS X,Desktop
1429,b0b8834aa81e537aeffc5882b0f503664055d18f11d52fc28e705b83b8e3e18b,Mozilla/5.0+(Macintosh;+U;+PPC+Mac+OS+X+10.4;+en-US;+rv:1.9.0.8)+Gecko/2009032608+Firefox/3.0.8,Browser,Firefox,3.0.8,Mac OS X,Desktop
1430,b0fd3854a8ccc6ae24697f605697fef1b5d46a8350eb244aa2fd31d956daf8f9,Mozilla/5.0+(Windows;+U;+Windows+NT+5.1;+de;+rv:1.9.0.5)+Gecko/2008120122+Firefox/3.0.5+(.NET+CLR+3.5.30729),Browser,Firefox,3.0.5,Windows,Desktop
1431,b121debc9ec508fba9cd6b896edfb588e31e79c80033b270bbfb46276210c85a,"Mozilla/5.0+(Windows;+U;+Windows+NT+5.1;+en-US)+AppleWebKit/532.5+(KHTML,+like+Gecko)+Chrome/4.1.249.1059+Safari/532.5",Browser,Chrome,4.1.249,Windows,Desktop
1432,b33a76ab5607691aeeb7a041fefa21ec410eddca5676e9e941813b268a034399,Mozilla/5.0+(Macintosh;+U;+Intel+Mac+OS+X+10.5;+en-US;+rv:1.9.1.5)+Gecko/20091102+Firefox/3.5.5+GTB6,Browser,Firefox,3.5.5,Mac OS X,Desktop
1433,b41693f065cf75a090f37dfc2776fa3fec5c81d269c0e74cd43002304fbb7410,Mozilla/5.0+(Macintosh;+U;+Intel+Mac+OS+X+10.6;+en-US;+rv:1.9.0.19)+Gecko/2010031218+Firefox/3.0.19,Browser,Firefox,3.0.19,Mac OS X,Desktop
1434,b4612ed50a69d1accb2f20c5253bc11c189101eb471cdfa81dd0cf3f80dd4b85,"Mozilla/5.0+(Macintosh;+U;+Intel+Mac+OS+X+10_6_5;+en-us)+AppleWebKit/533.19.4+(KHTML,+like+Gecko)+Version/5.0.3+Safari/533.19.4",Browser,Safari,5.0.3,Mac OS X,Desktop
1435,b4ddede225ba31ffcc5bf4cbb1a0c1479e4c7e46845ba4fd7a3ba2cff0403077,"Mozilla/5.0+(Macintosh;+U;+PPC+Mac+OS+X+10_4_11;+en)+AppleWebKit/531.22.7+(KHTML,+like+Gecko)+Version/4.0.5+Safari/531.22.7",Browser,Safari,4.0.5,Mac OS X,Desktop
1436,b5188bdeecf9f4e9702b6cf3f3d24671499e74bcc5fd2d0558bc06a261434be6,"Mozilla/5.0+(Macintosh;+U;+Intel+Mac+OS+X+10_6_4;+en-us)+AppleWebKit/533.17.8+(KHTML,+like+Gecko)+Version/5.0.1+Safari/533.17.8",Browser,Safari,5.0.1,Mac OS X,Desktop
1437,b74fc348309513a8ba10b2f8cd417b68507473281a53e819c8d6d096b63ba598,Mozilla/5.0+(Windows;+U;+Windows+NT+5.1;+en-GB;+rv:1.9.0.15)+Gecko/2009101601+Firefox/3.0.15+(.NET+CLR+3.5.30729),Browser,Firefox,3.0.15,Windows,Desktop
1438,b85ade46bf59aa1ce19e69be0aae19755680918c15c7aa9687a85d03a6bcde12,Mozilla/5.0+(Windows;+U;+Windows+NT+5.1;+cs;+rv:1.9.2.3)+Gecko/20100401+Firefox/3.6.3,Browser,Firefox,3.6.3,Windows,Desktop
1439,b95ed184fc99da7ed0c27f5b8e22793a22024f9c400101b3eb0f2f8b3750cfc3,"Mozilla/5.0+(Macintosh;+U;+PPC+Mac+OS+X+10_4_11;+en)+AppleWebKit/525.27.1+(KHTML,+like+Gecko)+Version/3.2.1+Safari/525.27.1",Browser,Safari,3.2.1,Mac OS X,Desktop
1440,bb6ace9f5dfd41ad0475961d35a8ac5c79b9c1bb14c900729a822fbc2380abfd,"Mozilla/5.0+(Macintosh;+U;+Intel+Mac+OS+X+10_5_8;+es-es)+AppleWebKit/533.17.8+(KHTML,+like+Gecko)+Version/5.0.1+Safari/533.17.8",Browser,Safari,5.0.1,Mac OS X,Desktop
1441,bbb585ac860e407167e6c542ad120004acbd6067dc6d841a7fde1dc56c4eff26,"Mozilla/5.0+(Macintosh;+U;+PPC+Mac+OS+X+10_4_11;+fr)+AppleWebKit/533.19.4+(KHTML,+like+Gecko)+Version/4.1.3+Safari/533.19.4",Browser,Safari,4.1.3,Mac OS X,Desktop
1442,bbc2e5541c69cea581ded9f1787c7b22557ad6faca23f139d9d103aec9997976,Mozilla/5.0+(Windows;+U;+Windows+NT+5.1;+en-GB;+rv:1.9.2)+Gecko/20100115+Firefox/3.6+(.NET+CLR+3.5.30729),Browser,Firefox,3.6,Windows,Desktop
1443,be6a649bc7505912704fa2852baeac48243c0277440843d2fc671fe214f25335,Mozilla/5.0+(Windows;+U;+Windows+NT+5.1;+en-GB;+rv:1.9.2.3)+Gecko/20100401+Firefox/3.6.3+(.NET+CLR+3.5.30729),Browser,Firefox,3.6.3,Windows,Desktop
1444,bf76cb0573c900d540520d0e4ef1459672872f69d44a0d40a5cde28a4ee2d37c,Mozilla/5.0+(Windows;+U;+Windows+NT+5.0;+en-US;+rv:1.7.5)+Gecko/20041107+Firefox/1.0,Browser,Firefox,1.0,Windows,Desktop
1445,c0d24c79f03f36f9f289bbe2cc7ed6275fd2a6302fc2f8ecb89aba45868e72c4,"Mozilla/5.0+(Macintosh;+U;+Intel+Mac+OS+X+10_4_11;+ru-ru)+AppleWebKit/533.19.4+(KHTML,+like+Gecko)+Version/4.1.3+Safari/533.19.4",Browser,Safari,4.1.3,Mac OS X,Desktop
1446,c0f0a825b4b67fc817c322a84e18b105ad7e224aa184b7754f10e9940a87f876,Mozilla/5.0+(Macintosh;+U;+PPC+Mac+OS+X+10.5;+en-US;+rv:1.9.0.14)+Gecko/2009082706+Firefox/3.0.14,Browser,Firefox,3.0.14,Mac OS X,Desktop
1447,c14526a1c921a2fcec7d313e4725cc6b21c642756be1dfe205ac3c6dbd2ce685,"Mozilla/5.0+(Windows;+U;+Windows+NT+5.1;+en-US)+AppleWebKit/532.0+(KHTML,+like+Gecko)+Chrome/3.0.195.38+Safari/532.0",Browser,Chrome,3.0.195,Windows,Desktop
1448,c2c759cfb97422e273a7799c209253d58017052e6ef9b6eac5d626fc45dffdb5,Mozilla/5.0+(Windows;+U;+Windows+NT+5.1;+cs;+rv:1.9.0.18)+Gecko/2010020220+Firefox/3.0.18+(.NET+CLR+3.5.30729),Browser,Firefox,3.0.18,Windows,Desktop
1449,c4edf16d542b3892464d1d09375af42ce7bf7f81b14ffe75e7ecc6cf6a29d73b,Mozilla/5.0+(Macintosh;+U;+Intel+Mac+OS+X+10.6;+en-US;+rv:1.9.2.17)+Gecko/20110420+Firefox/3.6.17+GTB7.1,Browser,Firefox,3.6.17,Mac OS X,Desktop
1450,c4f838a4832f681a691d02c19f2089afd002bdc1f68505be6972d81045bfeffa,Mozilla/5.0+(Macintosh;+U;+Intel+Mac+OS+X+10.5;+de;+rv:1.9.1.8)+Gecko/20100202+Firefox/3.5.8,Browser,Firefox,3.5.8,Mac OS X,Desktop
1451,c9505d6ebef69804f62beb2151e9aa018199503e2eec756d4f429e0581ab787d,Mozilla/5.0+(Macintosh;+U;+Intel+Mac+OS+X+10.4;+en-US;+rv:1.9.2.10)+Gecko/20100914+Firefox/3.6.10,Browser,Firefox,3.6.10,Mac OS X,Desktop
1452,c9f0168ef0204595f15103d5090a39aae69aee2286794277aef78f5d02f1d3a2,Mozilla/5.0+(Macintosh;+U;+Intel+Mac+OS+X+10.6;+fr;+rv:1.9.2.3)+Gecko/20100401+Firefox/3.6.3,Browser,Firefox,3.6.3,Mac OS X,Desktop
1453,ca59b88aee22e4b9df69ac44a19c79d48168d4d7b3e43d6e71c9ee58037715a7,"Mozilla/5.0+(Macintosh;+U;+Intel+Mac+OS+X+10_4_11;+en-us)+AppleWebKit/531.21.8+(KHTML,+like+Gecko)+Version/4.0.4+Safari/531.21.10",Browser,Safari,4.0.4,Mac OS X,Desktop
1454,cc03b47dc7b4d55350bd8909f14d826440f500af02aad1a536d876745fac7010,"Mozilla/5.0+(Windows;+U;+Windows+NT+5.1;+en-US)+AppleWebKit/534.10+(KHTML,+like+Gecko)+Chrome/8.0.552.224+Safari/534.10",Browser,Chrome,8.0.552,Windows,Desktop
1455,cc21837ef8ce41a30d791fc481e696a92a5344de2b771ad4608f546f2441303d,"Mozilla/5.0+(Windows;+U;+Windows+NT+5.1;+en-US)+AppleWebKit/534.3+(KHTML,+like+Gecko)+Chrome/6.0.472.59+Safari/534.3",Browser,Chrome,6.0.472,Windows,Desktop
1456,cd929b4b52c1ecfbb20919319d5edadc95c3a1606481bdb29a7de9815de44dbe,"Mozilla/5.0+(Macintosh;+U;+PPC+Mac+OS+X+10_4_11;+en)+AppleWebKit/533.17.8+(KHTML,+like+Gecko)+Version/4.1.1+Safari/533.17.8",Browser,Safari,4.1.1,Mac OS X,Desktop
1457,cdefd04055d641b7a40f1fd5600af4cce32a0d26832bfeaf44737f48f884c919,"Mozilla/5.0+(Windows;+U;+Windows+NT+5.1;+en-US)+AppleWebKit/533.4+(KHTML,+like+Gecko)+Chrome/5.0.375.70+Safari/533.4",Browser,Chrome,5.0.375,Windows,Desktop
1458,ceff49e1221e05ecc442991b744e2a676f5ecfb314d291c293b15280edb3d99d,Mozilla/5.0+(Windows;+U;+Windows+NT+5.1;+en;+rv:1.9.0.13)+Gecko/2009073022+Firefox/3.5.2+(.NET+CLR+3.5.30729)+SurveyBot/2.3+(DomainTools),Browser,SurveyBot,2.3,Windows,Desktop
1459,cf74ee82a3a0591369f329e01d4afc37755169bb8fa60fc6767440ee44fc973b,Mozilla/5.0+(Macintosh;+U;+Intel+Mac+OS+X+10.4;+de;+rv:1.9.1.5)+Gecko/20091102+Firefox/3.5.5,Browser,Firefox,3.5.5,Mac OS X,Desktop
1460,d0226d60a5440e955d3ef6b2391e4f74f837219c2ee6dfa359baa3083b93d2f7,Mozilla/5.0+(Windows;+U;+Windows+NT+5.1;+en-GB;+rv:1.9.0.15)+Gecko/2009101601+Firefox/3.0.15,Browser,Firefox,3.0.15,Windows,Desktop
1461,d0ec6ff9bce5834dfe0770dcb46cdd33ea2ecd12100e0421e2ee5c6105ac640e,Mozilla/5.0+(Windows;+U;+Windows+NT+5.1;+en-GB;+rv:1.9.2.11)+Gecko/20101012+Firefox/3.6.11+(.NET+CLR+3.5.30729),Browser,Firefox,3.6.11,Windows,Desktop
1462,d1c2fb8cca2d0648b53716b0fa9e3f6b5fee0b68bfea33c6179b133ee9e5b510,"Mozilla/5.0+(Macintosh;+U;+PPC+Mac+OS+X+10_4_11;+en)+AppleWebKit/531.21.8+(KHTML,+like+Gecko)+Version/4.0.4+Safari/531.21.10",Browser,Safari,4.0.4,Mac OS X,Desktop
1463,daa0c58132395c66ef03110c17fb855eafcf64776c8f77aa35b42059c916ac5f,"Mozilla/5.0+(Macintosh;+U;+Intel+Mac+OS+X+10_5_8;+en-us)+AppleWebKit/533.18.1+(KHTML,+like+Gecko)+Version/5.0.2+Safari/533.18.5",Browser,Safari,5.0.2,Mac OS X,Desktop
1464,db071f79918f6ed128773494c75d916ed24b8df0a94ab8666cdd0940a896809c,Mozilla/5.0+(Windows;+U;+Windows+NT+5.0;+en-US;+rv:1.9.2.8)+Gecko/20100722+Firefox/3.6.8+GTB7.1,Browser,Firefox,3.6.8,Windows,Desktop
1465,dc63c7eda6635c4cce63f6a3e2bcc70fab49a50a8e8510396c12c163f2d7c2bb,Mozilla/5.0+(Macintosh;+U;+Intel+Mac+OS+X+10.6;+en-US;+rv:1.9.2.10)+Gecko/20100914+Firefox/3.6.10,Browser,Firefox,3.6.10,Mac OS X,Desktop
1466,dc759eb1426a543c8d55fd93912d56536051b7e6ecb1782d77fc3010b15e5fae,Mozilla/5.0+(Macintosh;+U;+Intel+Mac+OS+X+10.5;+en-US;+rv:1.9.0.1)+Gecko/2008070206+Firefox/3.0.1,Browser,Firefox,3.0.1,Mac OS X,Desktop
1467,dc9e2f4960b4d86d9a2832631dd07ba24bed0d1abf569ea512af82338fc07b59,"Mozilla/5.0+(Macintosh;+U;+PPC+Mac+OS+X+10_4_11;+en)+AppleWebKit/531.9+(KHTML,+like+Gecko)+Version/4.0.3+Safari/531.9",Browser,Safari,4.0.3,Mac OS X,Desktop
1468,dcc505639d6c178821f2ea6ed3955ff2dc77f8cdb5cfda7474225371f6d83ca6,"Mozilla/5.0+(Macintosh;+U;+Intel+Mac+OS+X+10_5_8;+de-de)+AppleWebKit/531.21.8+(KHTML,+like+Gecko)+Version/4.0.4+Safari/531.21.10",Browser,Safari,4.0.4,Mac OS X,Desktop
1469,de6a3bec303636aa3efb606756bd9b56fc63e7ae7b56d07b243aad1671e2fdc1,"Mozilla/5.0+(Macintosh;+U;+Intel+Mac+OS+X+10_6_4;+it-it)+AppleWebKit/533.18.1+(KHTML,+like+Gecko)+Version/5.0.2+Safari/533.18.5",Browser,Safari,5.0.2,Mac OS X,Desktop
1470,e06e49860edd18c367934cfdacbaf6d26a66841207d1209f631c4766ed8cf252,Mozilla/5.0+(Windows;+U;+Windows+NT+5.1;+en-GB;+rv:1.9.0.16)+Gecko/2009120208+Firefox/3.0.16+(.NET+CLR+3.5.30729),Browser,Firefox,3.0.16,Windows,Desktop
1471,e2db3ee6f3bb6a194961adce88cfe6d5be450512b12dfcd88766c2e6d2c1e825,"Mozilla/5.0+(Windows;+U;+Windows+NT+5.1;+en-US)+AppleWebKit/534.16+(KHTML,+like+Gecko)+Chrome/10.0.648.205+Safari/534.16",Browser,Chrome,10.0.648,Windows,Desktop
1472,e364fe79b62e736f703d17d7bcb88b6e9bb75c712ae42bfb411a97af591fab1f,Mozilla/5.0+(Macintosh;+U;+PPC+Mac+OS+X+10.4;+en-US;+rv:1.9.2.8)+Gecko/20100722+Firefox/3.6.8,Browser,Firefox,3.6.8,Mac OS X,Desktop
1473,e54adf0f854a2a4b14302879356634dd11efb7524f51b11e0b2b8eb6a848e977,"Mozilla/5.0+(Windows;+U;+Windows+NT+5.1;+de;+rv:1.9.1.7)+Gecko/20091221+Firefox/3.5.7,gzip(gfe)+(via+translate.google.com)",Browser,Firefox,3.5.7,Windows,Desktop
1474,e5813392b0cda3488566e2dd45fb589f0b3637c7960817d4eec7e72394cfed58,"Mozilla/5.0+(Windows;+U;+Windows+NT+5.1;+en-US)+AppleWebKit/534.13+(KHTML,+like+Gecko)+Chrome/9.0.597.98+Safari/534.13",Browser,Chrome,9.0.597,Windows,Desktop
1475,e5ab40d382e31dfc92344c4cc34266a4c353f11d6f7d953c3f97b7ffa5cf5f8a,Mozilla/5.0+(Macintosh;+U;+Intel+Mac+OS+X+10.6;+sv-SE;+rv:1.9.1.8)+Gecko/20100202+Firefox/3.5.8,Browser,Firefox,3.5.8,Mac OS X,Desktop
1476,e73767173a467780f8d5238492999191373f85fdeb55ff07e89b1f1a6550498c,Mozilla/5.0+(Windows;+U;+Windows+NT+5.1;+en-GB;+rv:1.9.1.8)+Gecko/20100202+Firefox/3.5.8+GTBDFff+GTB7.0+(.NET+CLR+3.5.30729),Browser,Firefox,3.5.8,Windows,Desktop
1477,e77f4a7237feb41fc8f9a00c6ef7a4bfc16085b1b8974f430f44de09a8df9294,"Mozilla/5.0+(Windows;+U;+Windows+NT+5.1;+en-US)+AppleWebKit/533.4+(KHTML,+like+Gecko)+Chrome/5.0.375.99+Safari/533.4",Browser,Chrome,5.0.375,Windows,Desktop
1478,e7a7d5d7ca5d047b99df6726d8dfed8b5c6131831fe91fe25c03ad23a0f6c1e9,Mozilla/5.0+(Windows;+U;+Windows+NT+5.1;+en-GB;+rv:1.9.2)+Gecko/20100115+Firefox/3.6+(+.NET+CLR+3.5.30729),Browser,Firefox,3.6,Windows,Desktop
1479,e95ca2141130b0e76225d546a3a7bfa11c8c05a0cfeb4507ec2b9c3c37c84053,"Mozilla/5.0+(Macintosh;+U;+PPC+Mac+OS+X+10_5_8;+en-us)+AppleWebKit/531.21.8+(KHTML,+like+Gecko)+Version/4.0.4+Safari/531.21.10",Browser,Safari,4.0.4,Mac OS X,Desktop
1480,e96fe1c90c737257bb2a7e63775548c566e96eba2efbbb7482e966b1889bf915,Mozilla/5.0+(Windows;+U;+Windows+NT+5.1;+en-GB;+rv:1.9.1.7)+Gecko/20091221+Firefox/3.5.7+GTB6+(.NET+CLR+3.5.30729),Browser,Firefox,3.5.7,Windows,Desktop
1481,ea1f531bab89ec02dc7b9eedfe44f7313d6f0bb554265d57d497c66744b676d3,Mozilla/5.0+(Macintosh;+U;+Intel+Mac+OS+X+10.5;+en-US;+rv:1.9.2.16)+Gecko/20110319+Firefox/3.6.16,Browser,Firefox,3.6.16,Mac OS X,Desktop
1482,ec322ad2fc8ddaf227d3f047f7f30bba075ec6b1770c95e491598575bbd72103,Mozilla/5.0+(Windows;+U;+Windows+NT+5.1;+en-GB;+rv:1.9.2.17)+Gecko/20110420+Firefox/3.6.17+(.NET+CLR+3.5.30729),Browser,Firefox,3.6.17,Windows,Desktop
1483,edda955d0f893bdbe95e0fbc85b3bdbbc2e70985c87aef5a231475c99464907e,Mozilla/5.0+(Macintosh;+U;+PPC+Mac+OS+X+10.4;+en-US;+rv:1.9.1.2)+Gecko/20090729+Firefox/3.5.2,Browser,Firefox,3.5.2,Mac OS X,Desktop
1484,ee9b859ed94cd1d6cd1652bdbb23905911501dfd0d0533b2b9a34f488232280c,Mozilla/5.0+(Macintosh;+U;+Intel+Mac+OS+X+10.6;+en-US;+rv:1.9.1.10)+Gecko/20100504+Firefox/3.5.10,Browser,Firefox,3.5.10,Mac OS X,Desktop
1485,efb6f2e1670fd14315a1e343abdb017f1a1d328ada7ed9423dacad4d65e7297d,"Mozilla/5.0+(Windows;+U;+Windows+NT+5.1;+en-US)+AppleWebKit/534.3+(KHTML,+like+Gecko)+Chrome/6.0.472.62+Safari/534.3",Browser,Chrome,6.0.472,Windows,Desktop
1486,f0087d4b94f2c4501addad13b4aa5d9d1b936e7544879b3ced0273b7e0c84242,Mozilla/5.0+(Windows;+U;+Windows+NT+5.0;+en-US;+rv:1.9.2.3)+Gecko/20100401+Firefox/3.6.3,Browser,Firefox,3.6.3,Windows,Desktop
1487,f14875e9beb33f347de21a8a68b1ba0a1854299a17371959c670b4c77bfbfb96,"Mozilla/5.0+(Macintosh;+U;+Intel+Mac+OS+X+10_5_8;+en-US)+AppleWebKit/533.4+(KHTML,+like+Gecko)+Chrome/5.0.375.55+Safari/533.4",Browser,Chrome,5.0.375,Mac OS X,Desktop
1488,f1ad26b86e5816f79e4046c9e82e8214361522bc4378feca302e24c1e5657b4d,"Mozilla/5.0+(Macintosh;+U;+PPC+Mac+OS+X;+en-us)+AppleWebKit/85.8.5+(KHTML,+like+Gecko)+Safari/85.8.1",Browser,Safari,Unknown,Mac OS X,Desktop
1489,f352f854e60ad7e265fedf8b44629ce4cef08da351f26d2682ab86f7ddbfe7f2,Mozilla/5.0+(Windows;+U;+Windows+NT+5.1;+en-GB;+rv:1.9.1.9)+Gecko/20100315+Firefox/3.5.9+(.NET+CLR+3.5.30729),Browser,Firefox,3.5.9,Windows,Desktop
1490,f5365962b69ea1fa8fb04790459197c1bb1fdbbf4bed13b7017f0ce1cbfe49de,"Mozilla/5.0+(Macintosh;+U;+Intel+Mac+OS+X+10_6_2;+en-us)+AppleWebKit/531.21.8+(KHTML,+like+Gecko)+Version/4.0.4+Safari/531.21.10",Browser,Safari,4.0.4,Mac OS X,Desktop
1491,f5dad82f5a2cb13103820e249b0ba8069aee98f81f2cca473a59a3d98c686146,Mozilla/5.0+(Windows;+U;+Windows+NT+5.1;+en-GB;+rv:1.9.1.5)+Gecko/20091102+Firefox/3.5.5,Browser,Firefox,3.5.5,Windows,Desktop
